ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,29.0,76.0,100.0,1,1,56.0,Yes,C,Female,Yes,Visual,Medium,1.0,Pass,Medium,,14.0
Yes,22.0,80.0,100.0,1,0,94.0,Yes,A,Female,Yes,Auditory,Medium,3.0,Pass,Medium,1,14.0
Yes,22.0,88.0,75.0,1,0,99.0,Yes,A,Female,Yes,Kinesthetic,Low,9.0,Pass,Medium,,20.0
Yes,29.0,94.0,75.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,Low,8.0,Pass,Medium,1,20.0
Yes,26.0,66.0,75.0,1,1,94.0,Yes,A,Female,Yes,Auditory,Low,1.0,Pass,Medium,2,20.0
No,22.0,88.0,75.0,1,0,99.0,No,A,Female,Yes,Kinesthetic,Medium,9.0,Pass,Medium,,20.0
No,29.0,94.0,75.0,0,1,66.0,No,C,Female,Yes,Kinesthetic,Medium,8.0,Pass,Medium,1,20.0
No,26.0,66.0,75.0,1,1,94.0,No,A,Female,Yes,Auditory,Medium,1.0,Pass,Medium,2,20.0
Yes,22.0,88.0,75.0,1,0,99.0,Yes,A,Female,Yes,Kinesthetic,High,9.0,Pass,Medium,,20.0
Yes,29.0,94.0,75.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,High,8.0,Pass,Medium,1,20.0
Yes,26.0,66.0,75.0,1,1,94.0,Yes,A,Female,Yes,Auditory,High,1.0,Pass,Medium,2,20.0
Yes,18.0,84.0,76.0,1,0,42.0,Yes,D,Female,No,Visual,Low,7.0,Fail,High,1,29.0
Yes,18.0,65.0,76.0,1,0,91.0,Yes,A,Female,No,Kinesthetic,Low,2.0,Pass,High,2,29.0
Yes,26.0,71.0,76.0,1,0,76.0,Yes,B,Female,No,Kinesthetic,Low,17.0,Pass,High,2,29.0
Yes,22.0,75.0,76.0,1,0,97.0,Yes,A,Female,No,Auditory,Low,1.0,Pass,High,2,29.0
Yes,19.0,71.0,76.0,1,1,90.0,Yes,A,Female,No,Auditory,Low,4.0,Pass,High,2,29.0
Yes,18.0,84.0,76.0,1,0,42.0,Yes,D,Female,Yes,Visual,Medium,7.0,Fail,High,1,29.0
Yes,18.0,65.0,76.0,1,0,91.0,Yes,A,Female,Yes,Kinesthetic,Medium,2.0,Pass,High,2,29.0
Yes,26.0,71.0,76.0,1,0,76.0,Yes,B,Female,Yes,Kinesthetic,Medium,17.0,Pass,High,2,29.0
Yes,22.0,75.0,76.0,1,0,97.0,Yes,A,Female,Yes,Auditory,Medium,1.0,Pass,High,2,29.0
Yes,19.0,71.0,76.0,1,1,90.0,Yes,A,Female,Yes,Auditory,Medium,4.0,Pass,High,2,29.0
No,25.0,58.0,86.0,0,1,89.0,No,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Medium,2,28.0
Yes,25.0,58.0,86.0,0,1,89.0,Yes,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Medium,2,28.0
No,20.0,89.0,92.0,0,0,67.0,No,C,Female,No,Auditory,Medium,7.0,Pass,Medium,,27.0
Yes,20.0,89.0,92.0,0,0,67.0,Yes,C,Female,Yes,Auditory,High,7.0,Pass,Low,,27.0
Yes,20.0,89.0,92.0,0,0,67.0,Yes,C,Female,Yes,Auditory,Low,7.0,Pass,Medium,,27.0
No,24.0,59.0,71.0,1,1,68.0,No,C,Male,Yes,Reading/Writing,Medium,8.0,Pass,Low,,15.0
No,18.0,62.0,71.0,1,0,73.0,No,B,Male,Yes,Kinesthetic,Medium,1.0,Pass,Low,,15.0
No,18.0,80.0,71.0,1,1,95.0,No,A,Male,Yes,Reading/Writing,Medium,18.0,Pass,Low,,15.0
No,24.0,59.0,71.0,1,1,68.0,No,C,Male,Yes,Reading/Writing,Low,8.0,Pass,High,,15.0
No,18.0,62.0,71.0,1,0,73.0,No,B,Male,Yes,Kinesthetic,Low,1.0,Pass,High,,15.0
No,18.0,80.0,71.0,1,1,95.0,No,A,Male,Yes,Reading/Writing,Low,18.0,Pass,High,,15.0
No,27.0,84.0,64.0,1,1,93.0,No,A,Female,Yes,Visual,Medium,13.0,Pass,High,2,7.0
No,18.0,96.0,64.0,1,1,81.0,No,B,Female,Yes,Auditory,Medium,9.0,Pass,High,2,7.0
No,23.0,54.0,64.0,1,1,66.0,No,C,Female,Yes,Visual,Medium,10.0,Pass,High,2,7.0
No,19.0,80.0,64.0,1,0,96.0,No,A,Female,Yes,Auditory,Medium,19.0,Pass,High,,7.0
Yes,19.0,69.0,81.0,0,1,73.0,Yes,B,Female,Yes,Auditory,Medium,5.0,Pass,High,1,28.0
Yes,27.0,93.0,81.0,1,0,52.0,Yes,D,Female,Yes,Reading/Writing,Medium,12.0,Fail,High,2,28.0
Yes,18.0,56.0,81.0,0,1,74.0,Yes,B,Female,Yes,Visual,Medium,7.0,Pass,High,2,28.0
No,22.0,100.0,68.0,0,0,100.0,No,A,Male,Yes,Kinesthetic,Medium,2.0,Pass,High,,30.0
No,26.0,52.0,68.0,1,1,41.0,No,D,Male,Yes,Visual,Medium,6.0,Fail,High,,30.0
No,21.0,92.0,89.0,0,0,81.0,No,B,Male,Yes,Kinesthetic,Medium,9.0,Pass,High,1,17.0
Yes,23.0,92.0,83.0,1,0,40.0,Yes,D,Male,Yes,Visual,Medium,17.0,Fail,Medium,2,5.0
Yes,19.0,88.0,83.0,1,1,51.0,Yes,D,Male,Yes,Visual,Medium,16.0,Fail,Medium,2,5.0
No,29.0,95.0,96.0,0,1,91.0,No,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,High,,13.0
No,27.0,72.0,96.0,1,0,74.0,No,B,Male,Yes,Kinesthetic,Medium,18.0,Pass,High,,13.0
No,26.0,50.0,96.0,0,1,53.0,No,D,Male,Yes,Visual,Medium,7.0,Fail,High,2,13.0
No,29.0,95.0,96.0,0,1,91.0,No,A,Male,Yes,Kinesthetic,Low,9.0,Pass,High,,13.0
No,27.0,72.0,96.0,1,0,74.0,No,B,Male,Yes,Kinesthetic,Low,18.0,Pass,High,,13.0
No,26.0,50.0,96.0,0,1,53.0,No,D,Male,Yes,Visual,Low,7.0,Fail,High,2,13.0
No,29.0,95.0,96.0,0,1,91.0,No,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,Medium,,13.0
No,27.0,72.0,96.0,1,0,74.0,No,B,Male,Yes,Kinesthetic,Medium,18.0,Pass,Medium,,13.0
No,26.0,50.0,96.0,0,1,53.0,No,D,Male,Yes,Visual,Medium,7.0,Fail,Medium,2,13.0
Yes,29.0,95.0,96.0,0,1,91.0,Yes,A,Male,No,Kinesthetic,Medium,9.0,Pass,High,,13.0
Yes,27.0,72.0,96.0,1,0,74.0,Yes,B,Male,No,Kinesthetic,Medium,18.0,Pass,High,,13.0
Yes,26.0,50.0,96.0,0,1,53.0,Yes,D,Male,No,Visual,Medium,7.0,Fail,High,2,13.0
Yes,24.0,71.0,99.0,0,0,80.0,Yes,B,Female,Yes,Kinesthetic,High,0.0,Pass,Medium,1,19.0
Yes,26.0,64.0,99.0,0,1,74.0,Yes,B,Female,Yes,Visual,High,2.0,Pass,Medium,1,19.0
Yes,25.0,53.0,99.0,0,1,94.0,Yes,A,Female,Yes,Auditory,High,8.0,Pass,Medium,2,19.0
Yes,28.0,66.0,99.0,1,1,52.0,Yes,D,Female,Yes,Reading/Writing,High,9.0,Fail,Medium,2,19.0
Yes,18.0,91.0,99.0,1,0,83.0,Yes,B,Female,Yes,Visual,High,5.0,Pass,Medium,,19.0
Yes,24.0,71.0,99.0,0,0,80.0,Yes,B,Female,No,Kinesthetic,High,0.0,Pass,High,1,19.0
Yes,26.0,64.0,99.0,0,1,74.0,Yes,B,Female,No,Visual,High,2.0,Pass,High,1,19.0
Yes,25.0,53.0,99.0,0,1,94.0,Yes,A,Female,No,Auditory,High,8.0,Pass,High,2,19.0
Yes,28.0,66.0,99.0,1,1,52.0,Yes,D,Female,No,Reading/Writing,High,9.0,Fail,High,2,19.0
Yes,18.0,91.0,99.0,1,0,83.0,Yes,B,Female,No,Visual,High,5.0,Pass,High,,19.0
Yes,24.0,71.0,99.0,0,0,80.0,Yes,B,Female,Yes,Kinesthetic,Low,0.0,Pass,Low,1,19.0
Yes,26.0,64.0,99.0,0,1,74.0,Yes,B,Female,Yes,Visual,Low,2.0,Pass,Low,1,19.0
Yes,25.0,53.0,99.0,0,1,94.0,Yes,A,Female,Yes,Auditory,Low,8.0,Pass,Low,2,19.0
Yes,28.0,66.0,99.0,1,1,52.0,Yes,D,Female,Yes,Reading/Writing,Low,9.0,Fail,Low,2,19.0
Yes,18.0,91.0,99.0,1,0,83.0,Yes,B,Female,Yes,Visual,Low,5.0,Pass,Low,,19.0
No,19.0,77.0,98.0,1,0,69.0,No,C,Male,Yes,Auditory,Low,11.0,Pass,High,2,29.0
No,22.0,52.0,98.0,1,1,58.0,No,C,Male,Yes,Visual,Low,14.0,Pass,High,2,29.0
Yes,19.0,77.0,98.0,1,0,69.0,Yes,C,Male,Yes,Auditory,Low,11.0,Pass,High,2,29.0
Yes,22.0,52.0,98.0,1,1,58.0,Yes,C,Male,Yes,Visual,Low,14.0,Pass,High,2,29.0
Yes,27.0,99.0,73.0,0,1,47.0,Yes,D,Female,Yes,Reading/Writing,Low,15.0,Fail,Medium,2,17.0
Yes,29.0,78.0,73.0,0,1,80.0,Yes,B,Female,Yes,Auditory,Low,14.0,Pass,Medium,,17.0
Yes,27.0,99.0,73.0,0,1,47.0,Yes,D,Female,Yes,Reading/Writing,High,15.0,Fail,Medium,2,17.0
Yes,29.0,78.0,73.0,0,1,80.0,Yes,B,Female,Yes,Auditory,High,14.0,Pass,Medium,,17.0
No,27.0,99.0,73.0,0,1,47.0,No,D,Female,Yes,Reading/Writing,Medium,15.0,Fail,High,2,17.0
No,29.0,78.0,73.0,0,1,80.0,No,B,Female,Yes,Auditory,Medium,14.0,Pass,High,,17.0
No,27.0,99.0,73.0,0,1,47.0,No,D,Female,Yes,Reading/Writing,High,15.0,Fail,Low,2,17.0
No,29.0,78.0,73.0,0,1,80.0,No,B,Female,Yes,Auditory,High,14.0,Pass,Low,,17.0
Yes,28.0,79.0,68.0,1,1,94.0,Yes,A,Female,Yes,Kinesthetic,Low,0.0,Pass,Medium,2,19.0
No,28.0,79.0,68.0,1,1,94.0,No,A,Female,No,Kinesthetic,Medium,0.0,Pass,High,2,19.0
No,28.0,79.0,68.0,1,1,94.0,No,A,Female,Yes,Kinesthetic,Medium,0.0,Pass,High,2,19.0
No,28.0,79.0,68.0,1,1,94.0,No,A,Female,No,Kinesthetic,Low,0.0,Pass,High,2,19.0
Yes,18.0,86.0,63.0,1,1,63.0,Yes,C,Female,Yes,Reading/Writing,High,16.0,Pass,Medium,2,23.0
Yes,18.0,86.0,63.0,1,1,63.0,Yes,C,Female,Yes,Reading/Writing,Medium,16.0,Pass,Medium,2,23.0
No,18.0,86.0,63.0,1,1,63.0,No,C,Female,Yes,Reading/Writing,Low,16.0,Pass,High,2,23.0
No,25.0,97.0,94.0,1,1,79.0,No,B,Male,No,Auditory,Low,0.0,Pass,Medium,2,25.0
No,29.0,58.0,100.0,0,1,65.0,No,C,Male,Yes,Kinesthetic,Medium,5.0,Pass,Low,,15.0
No,29.0,58.0,100.0,0,1,65.0,No,C,Male,Yes,Kinesthetic,High,5.0,Pass,High,,15.0
Yes,29.0,58.0,100.0,0,1,65.0,Yes,C,Male,Yes,Kinesthetic,Medium,5.0,Pass,Medium,,15.0
Yes,21.0,50.0,66.0,1,1,81.0,Yes,B,Male,Yes,Reading/Writing,High,12.0,Pass,High,2,36.0
Yes,24.0,83.0,71.0,0,1,58.0,Yes,C,Male,Yes,Visual,Medium,18.0,Pass,High,1,9.0
No,20.0,52.0,80.0,0,0,79.0,No,B,Male,Yes,Reading/Writing,Medium,5.0,Pass,Low,2,25.0
No,23.0,75.0,80.0,0,1,79.0,No,B,Male,Yes,Kinesthetic,Medium,1.0,Pass,Low,2,25.0
Yes,20.0,52.0,80.0,0,0,79.0,Yes,B,Male,Yes,Reading/Writing,Low,5.0,Pass,Medium,2,25.0
Yes,23.0,75.0,80.0,0,1,79.0,Yes,B,Male,Yes,Kinesthetic,Low,1.0,Pass,Medium,2,25.0
No,27.0,71.0,90.0,1,1,85.0,No,A,Female,No,Reading/Writing,High,17.0,Pass,High,2,18.0
No,26.0,74.0,90.0,1,0,60.0,No,C,Female,No,Kinesthetic,High,12.0,Pass,High,,18.0
Yes,27.0,71.0,90.0,1,1,85.0,Yes,A,Female,Yes,Reading/Writing,Medium,17.0,Pass,High,2,18.0
Yes,26.0,74.0,90.0,1,0,60.0,Yes,C,Female,Yes,Kinesthetic,Medium,12.0,Pass,High,,18.0
Yes,27.0,71.0,90.0,1,1,85.0,Yes,A,Female,Yes,Reading/Writing,High,17.0,Pass,Medium,2,18.0
Yes,26.0,74.0,90.0,1,0,60.0,Yes,C,Female,Yes,Kinesthetic,High,12.0,Pass,Medium,,18.0
No,27.0,71.0,90.0,1,1,85.0,No,A,Female,Yes,Reading/Writing,Low,17.0,Pass,Medium,2,18.0
No,26.0,74.0,90.0,1,0,60.0,No,C,Female,Yes,Kinesthetic,Low,12.0,Pass,Medium,,18.0
Yes,27.0,71.0,90.0,1,1,85.0,Yes,A,Female,Yes,Reading/Writing,Low,17.0,Pass,High,2,18.0
Yes,26.0,74.0,90.0,1,0,60.0,Yes,C,Female,Yes,Kinesthetic,Low,12.0,Pass,High,,18.0
No,27.0,89.0,75.0,0,0,55.0,No,C,Male,Yes,Reading/Writing,Medium,11.0,Pass,Medium,1,8.0
No,21.0,64.0,75.0,0,1,77.0,No,B,Male,Yes,Reading/Writing,Medium,17.0,Pass,Medium,2,8.0
No,27.0,84.0,75.0,1,1,100.0,No,A,Male,Yes,Auditory,Medium,9.0,Pass,Medium,2,8.0
Yes,23.0,82.0,77.0,0,0,91.0,Yes,A,Male,Yes,Reading/Writing,Low,9.0,Pass,Medium,2,27.0
No,23.0,82.0,77.0,0,0,91.0,No,A,Male,Yes,Reading/Writing,High,9.0,Pass,High,2,27.0
Yes,23.0,82.0,77.0,0,0,91.0,Yes,A,Male,Yes,Reading/Writing,Low,9.0,Pass,High,2,27.0
No,21.0,90.0,63.0,1,1,100.0,No,A,Male,Yes,Auditory,Medium,3.0,Pass,Medium,2,10.0
No,27.0,73.0,63.0,1,1,89.0,No,A,Male,Yes,Auditory,Medium,19.0,Pass,Medium,1,10.0
No,24.0,93.0,63.0,1,1,66.0,No,C,Male,Yes,Auditory,Medium,3.0,Pass,Medium,,10.0
No,27.0,69.0,63.0,0,1,97.0,No,A,Male,Yes,Auditory,Medium,1.0,Pass,Medium,2,10.0
No,18.0,85.0,63.0,1,0,82.0,No,B,Male,Yes,Auditory,Medium,14.0,Pass,Medium,,10.0
No,21.0,90.0,63.0,1,1,100.0,No,A,Male,No,Auditory,Low,3.0,Pass,High,2,10.0
No,27.0,73.0,63.0,1,1,89.0,No,A,Male,No,Auditory,Low,19.0,Pass,High,1,10.0
No,24.0,93.0,63.0,1,1,66.0,No,C,Male,No,Auditory,Low,3.0,Pass,High,,10.0
No,27.0,69.0,63.0,0,1,97.0,No,A,Male,No,Auditory,Low,1.0,Pass,High,2,10.0
No,18.0,85.0,63.0,1,0,82.0,No,B,Male,No,Auditory,Low,14.0,Pass,High,,10.0
No,21.0,90.0,63.0,1,1,100.0,No,A,Male,Yes,Auditory,Low,3.0,Pass,Medium,2,10.0
No,27.0,73.0,63.0,1,1,89.0,No,A,Male,Yes,Auditory,Low,19.0,Pass,Medium,1,10.0
No,24.0,93.0,63.0,1,1,66.0,No,C,Male,Yes,Auditory,Low,3.0,Pass,Medium,,10.0
No,27.0,69.0,63.0,0,1,97.0,No,A,Male,Yes,Auditory,Low,1.0,Pass,Medium,2,10.0
No,18.0,85.0,63.0,1,0,82.0,No,B,Male,Yes,Auditory,Low,14.0,Pass,Medium,,10.0
No,27.0,55.0,92.0,1,1,56.0,No,C,Male,Yes,Reading/Writing,Medium,1.0,Pass,Medium,2,22.0
No,29.0,51.0,92.0,0,1,42.0,No,D,Male,Yes,Visual,Medium,3.0,Fail,Medium,,22.0
No,22.0,65.0,92.0,1,1,63.0,No,C,Male,Yes,Auditory,Medium,8.0,Pass,Medium,2,22.0
No,27.0,55.0,92.0,1,1,56.0,No,C,Male,Yes,Reading/Writing,Medium,1.0,Pass,Low,2,22.0
No,29.0,51.0,92.0,0,1,42.0,No,D,Male,Yes,Visual,Medium,3.0,Fail,Low,,22.0
No,22.0,65.0,92.0,1,1,63.0,No,C,Male,Yes,Auditory,Medium,8.0,Pass,Low,2,22.0
Yes,27.0,55.0,92.0,1,1,56.0,Yes,C,Male,Yes,Reading/Writing,High,1.0,Pass,Low,2,22.0
Yes,29.0,51.0,92.0,0,1,42.0,Yes,D,Male,Yes,Visual,High,3.0,Fail,Low,,22.0
Yes,22.0,65.0,92.0,1,1,63.0,Yes,C,Male,Yes,Auditory,High,8.0,Pass,Low,2,22.0
Yes,27.0,55.0,92.0,1,1,56.0,Yes,C,Male,Yes,Reading/Writing,Low,1.0,Pass,Low,2,22.0
Yes,29.0,51.0,92.0,0,1,42.0,Yes,D,Male,Yes,Visual,Low,3.0,Fail,Low,,22.0
Yes,22.0,65.0,92.0,1,1,63.0,Yes,C,Male,Yes,Auditory,Low,8.0,Pass,Low,2,22.0
No,27.0,55.0,92.0,1,1,56.0,No,C,Male,Yes,Reading/Writing,Low,1.0,Pass,High,2,22.0
No,29.0,51.0,92.0,0,1,42.0,No,D,Male,Yes,Visual,Low,3.0,Fail,High,,22.0
No,22.0,65.0,92.0,1,1,63.0,No,C,Male,Yes,Auditory,Low,8.0,Pass,High,2,22.0
No,27.0,55.0,92.0,1,1,56.0,No,C,Male,Yes,Reading/Writing,Low,1.0,Pass,Low,2,22.0
No,29.0,51.0,92.0,0,1,42.0,No,D,Male,Yes,Visual,Low,3.0,Fail,Low,,22.0
No,22.0,65.0,92.0,1,1,63.0,No,C,Male,Yes,Auditory,Low,8.0,Pass,Low,2,22.0
No,27.0,55.0,92.0,1,1,56.0,No,C,Male,Yes,Reading/Writing,Medium,1.0,Pass,High,2,22.0
No,29.0,51.0,92.0,0,1,42.0,No,D,Male,Yes,Visual,Medium,3.0,Fail,High,,22.0
No,22.0,65.0,92.0,1,1,63.0,No,C,Male,Yes,Auditory,Medium,8.0,Pass,High,2,22.0
Yes,27.0,55.0,92.0,1,1,56.0,Yes,C,Male,Yes,Reading/Writing,Medium,1.0,Pass,Medium,2,22.0
Yes,29.0,51.0,92.0,0,1,42.0,Yes,D,Male,Yes,Visual,Medium,3.0,Fail,Medium,,22.0
Yes,22.0,65.0,92.0,1,1,63.0,Yes,C,Male,Yes,Auditory,Medium,8.0,Pass,Medium,2,22.0
Yes,20.0,99.0,64.0,0,1,49.0,Yes,D,Female,Yes,Kinesthetic,Medium,6.0,Fail,High,2,29.0
No,20.0,99.0,64.0,0,1,49.0,No,D,Female,Yes,Kinesthetic,Medium,6.0,Fail,Medium,2,29.0
Yes,28.0,56.0,67.0,0,0,82.0,Yes,B,Female,Yes,Visual,Medium,0.0,Pass,High,2,13.0
Yes,21.0,84.0,67.0,0,1,81.0,Yes,B,Female,Yes,Visual,Medium,6.0,Pass,High,2,13.0
Yes,29.0,83.0,77.0,1,1,92.0,Yes,A,Female,Yes,Visual,Low,11.0,Pass,Low,1,21.0
Yes,29.0,83.0,77.0,1,1,92.0,Yes,A,Female,Yes,Visual,High,11.0,Pass,Low,1,21.0
Yes,29.0,83.0,77.0,1,1,92.0,Yes,A,Female,Yes,Visual,Medium,11.0,Pass,Medium,1,21.0
Yes,29.0,83.0,77.0,1,1,92.0,Yes,A,Female,Yes,Visual,Low,11.0,Pass,Medium,1,21.0
Yes,25.0,63.0,84.0,1,1,88.0,Yes,A,Male,Yes,Reading/Writing,Low,8.0,Pass,High,1,7.0
Yes,20.0,84.0,84.0,1,0,55.0,Yes,C,Male,Yes,Reading/Writing,Low,9.0,Pass,High,2,7.0
Yes,25.0,63.0,84.0,1,1,88.0,Yes,A,Male,No,Reading/Writing,Medium,8.0,Pass,Medium,1,7.0
Yes,20.0,84.0,84.0,1,0,55.0,Yes,C,Male,No,Reading/Writing,Medium,9.0,Pass,Medium,2,7.0
No,25.0,63.0,84.0,1,1,88.0,No,A,Male,Yes,Reading/Writing,Medium,8.0,Pass,High,1,7.0
No,20.0,84.0,84.0,1,0,55.0,No,C,Male,Yes,Reading/Writing,Medium,9.0,Pass,High,2,7.0
Yes,18.0,64.0,66.0,0,0,79.0,Yes,B,Male,Yes,Visual,High,7.0,Pass,Low,2,7.0
Yes,21.0,56.0,66.0,0,1,65.0,Yes,C,Male,Yes,Kinesthetic,High,17.0,Pass,Low,1,7.0
Yes,19.0,67.0,66.0,1,1,70.0,Yes,B,Male,Yes,Kinesthetic,High,17.0,Pass,Low,1,7.0
No,29.0,79.0,64.0,1,1,60.0,No,C,Male,Yes,Kinesthetic,High,17.0,Pass,High,1,7.0
Yes,21.0,78.0,84.0,1,1,65.0,Yes,C,Male,Yes,Reading/Writing,Medium,3.0,Pass,Medium,1,28.0
Yes,24.0,100.0,84.0,1,1,44.0,Yes,D,Male,Yes,Kinesthetic,Medium,7.0,Fail,Medium,2,28.0
Yes,21.0,78.0,84.0,1,1,65.0,Yes,C,Male,Yes,Reading/Writing,High,3.0,Pass,High,1,28.0
Yes,24.0,100.0,84.0,1,1,44.0,Yes,D,Male,Yes,Kinesthetic,High,7.0,Fail,High,2,28.0
Yes,25.0,53.0,70.0,1,1,62.0,Yes,C,Female,Yes,Auditory,Medium,6.0,Pass,Medium,2,7.0
Yes,24.0,61.0,70.0,0,1,41.0,Yes,D,Female,Yes,Auditory,Medium,8.0,Fail,Medium,2,7.0
No,21.0,54.0,95.0,1,0,98.0,No,A,Female,Yes,Kinesthetic,Low,2.0,Pass,Medium,2,23.0
No,26.0,64.0,95.0,0,1,73.0,No,B,Female,Yes,Kinesthetic,Low,20.0,Pass,Medium,2,23.0
No,21.0,54.0,95.0,1,0,98.0,No,A,Female,Yes,Kinesthetic,High,2.0,Pass,Low,2,23.0
No,26.0,64.0,95.0,0,1,73.0,No,B,Female,Yes,Kinesthetic,High,20.0,Pass,Low,2,23.0
Yes,21.0,54.0,95.0,1,0,98.0,Yes,A,Female,Yes,Kinesthetic,High,2.0,Pass,Medium,2,23.0
Yes,26.0,64.0,95.0,0,1,73.0,Yes,B,Female,Yes,Kinesthetic,High,20.0,Pass,Medium,2,23.0
No,21.0,54.0,95.0,1,0,98.0,No,A,Female,Yes,Kinesthetic,Medium,2.0,Pass,Medium,2,23.0
No,26.0,64.0,95.0,0,1,73.0,No,B,Female,Yes,Kinesthetic,Medium,20.0,Pass,Medium,2,23.0
No,25.0,65.0,98.0,1,0,77.0,No,B,Female,Yes,Reading/Writing,High,16.0,Pass,Medium,1,7.0
No,19.0,56.0,98.0,0,0,59.0,No,C,Female,Yes,Reading/Writing,High,2.0,Pass,Medium,2,7.0
No,26.0,54.0,69.0,1,0,42.0,No,D,Male,Yes,Visual,Low,1.0,Fail,Low,1,28.0
No,26.0,54.0,69.0,1,0,42.0,No,D,Male,Yes,Visual,Low,1.0,Fail,High,1,28.0
Yes,26.0,54.0,69.0,1,0,42.0,Yes,D,Male,Yes,Visual,Medium,1.0,Fail,Medium,1,28.0
Yes,26.0,54.0,69.0,1,0,42.0,Yes,D,Male,No,Visual,Low,1.0,Fail,High,1,28.0
Yes,26.0,54.0,69.0,1,0,42.0,Yes,D,Male,Yes,Visual,Low,1.0,Fail,High,1,28.0
No,26.0,54.0,69.0,1,0,42.0,No,D,Male,Yes,Visual,Medium,1.0,Fail,Low,1,28.0
No,22.0,76.0,73.0,1,1,90.0,No,A,Male,Yes,Reading/Writing,Low,5.0,Pass,Medium,2,29.0
No,21.0,52.0,73.0,1,0,91.0,No,A,Male,Yes,Auditory,Low,11.0,Pass,Medium,,29.0
Yes,21.0,52.0,93.0,0,1,63.0,Yes,C,Female,Yes,Reading/Writing,Medium,13.0,Pass,Medium,1,10.0
Yes,18.0,76.0,93.0,1,0,56.0,Yes,C,Female,Yes,Reading/Writing,Medium,10.0,Pass,Medium,2,10.0
Yes,23.0,76.0,93.0,1,1,73.0,Yes,B,Female,Yes,Kinesthetic,Medium,17.0,Pass,Medium,2,10.0
No,27.0,54.0,61.0,0,0,82.0,No,B,Female,Yes,Reading/Writing,Medium,0.0,Pass,Medium,2,18.0
No,24.0,97.0,61.0,1,1,66.0,No,C,Female,Yes,Auditory,Medium,2.0,Pass,Medium,2,18.0
No,27.0,54.0,61.0,0,0,82.0,No,B,Female,Yes,Reading/Writing,Medium,0.0,Pass,Low,2,18.0
No,24.0,97.0,61.0,1,1,66.0,No,C,Female,Yes,Auditory,Medium,2.0,Pass,Low,2,18.0
Yes,27.0,54.0,61.0,0,0,82.0,Yes,B,Female,Yes,Reading/Writing,High,0.0,Pass,Low,2,18.0
Yes,24.0,97.0,61.0,1,1,66.0,Yes,C,Female,Yes,Auditory,High,2.0,Pass,Low,2,18.0
Yes,28.0,77.0,66.0,0,1,49.0,Yes,D,Female,No,Kinesthetic,Medium,5.0,Fail,Medium,2,17.0
Yes,21.0,88.0,66.0,1,1,68.0,Yes,C,Female,No,Visual,Medium,4.0,Pass,Medium,,17.0
Yes,26.0,77.0,66.0,1,0,85.0,Yes,A,Female,No,Kinesthetic,Medium,16.0,Pass,Medium,2,17.0
Yes,26.0,89.0,66.0,1,0,57.0,Yes,C,Female,No,Reading/Writing,Medium,2.0,Pass,Medium,1,17.0
No,28.0,77.0,66.0,0,1,49.0,No,D,Female,Yes,Kinesthetic,Medium,5.0,Fail,Medium,2,17.0
No,21.0,88.0,66.0,1,1,68.0,No,C,Female,Yes,Visual,Medium,4.0,Pass,Medium,,17.0
No,26.0,77.0,66.0,1,0,85.0,No,A,Female,Yes,Kinesthetic,Medium,16.0,Pass,Medium,2,17.0
No,26.0,89.0,66.0,1,0,57.0,No,C,Female,Yes,Reading/Writing,Medium,2.0,Pass,Medium,1,17.0
Yes,28.0,78.0,75.0,1,0,42.0,Yes,D,Male,Yes,Visual,Medium,4.0,Fail,Medium,2,14.0
No,28.0,78.0,75.0,1,0,42.0,No,D,Male,Yes,Visual,Medium,4.0,Fail,Medium,2,14.0
Yes,23.0,96.0,60.0,1,1,44.0,Yes,D,Male,Yes,Visual,Low,15.0,Fail,High,,16.0
No,23.0,96.0,60.0,1,1,44.0,No,D,Male,Yes,Visual,Low,15.0,Fail,Low,,16.0
Yes,23.0,86.0,90.0,0,1,98.0,Yes,A,Female,Yes,Reading/Writing,Low,9.0,Pass,Medium,,9.0
No,28.0,76.0,91.0,0,1,91.0,No,A,Male,Yes,Visual,High,5.0,Pass,Medium,,9.0
No,21.0,84.0,91.0,0,1,58.0,No,C,Male,Yes,Visual,High,17.0,Pass,Medium,2,9.0
Yes,27.0,98.0,75.0,1,1,99.0,Yes,A,Male,Yes,Visual,High,2.0,Pass,Medium,2,32.0
Yes,29.0,51.0,75.0,1,0,62.0,Yes,C,Male,Yes,Reading/Writing,High,6.0,Pass,Medium,2,32.0
No,27.0,98.0,75.0,1,1,99.0,No,A,Male,Yes,Visual,Medium,2.0,Pass,Low,2,32.0
No,29.0,51.0,75.0,1,0,62.0,No,C,Male,Yes,Reading/Writing,Medium,6.0,Pass,Low,2,32.0
No,28.0,98.0,97.0,0,1,89.0,No,A,Male,Yes,Visual,Low,1.0,Pass,High,1,10.0
No,18.0,92.0,97.0,1,1,66.0,No,C,Male,Yes,Kinesthetic,Low,0.0,Pass,High,2,10.0
