ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours,Cluster
No,29.0,92.0,82.0,1,<Na>,49.0,No,D,Female,Yes,2,High,9.0,Fail,High,2,11.0,0
No,23.0,87.0,82.0,<Na>,1,59.0,No,C,Female,Yes,3,High,14.0,Pass,High,2,11.0,0
Yes,23.0,96.0,90.0,<Na>,1,98.0,Yes,A,Female,Yes,2,Low,8.0,Pass,Medium,<Na>,10.0,2
Yes,23.0,66.0,90.0,1,1,100.0,Yes,A,Female,Yes,1,Low,11.0,Pass,Medium,<Na>,10.0,1
Yes,28.0,89.0,85.0,1,1,71.0,Yes,B,Male,No,3,High,16.0,Pass,Medium,2,29.0,0
Yes,22.0,94.0,85.0,1,1,50.0,Yes,D,Male,No,<Na>,High,17.0,Fail,Medium,2,29.0,0
Yes,22.0,81.0,85.0,<Na>,1,100.0,Yes,A,Male,No,2,High,15.0,Pass,Medium,2,29.0,2
Yes,22.0,93.0,74.0,1,1,86.0,Yes,A,Male,Yes,2,Low,6.0,Pass,Low,2,12.0,2
No,22.0,93.0,74.0,1,1,86.0,No,A,Male,Yes,2,Medium,6.0,Pass,Medium,2,12.0,2
No,22.0,93.0,74.0,1,1,86.0,No,A,Male,Yes,2,High,6.0,Pass,Medium,2,12.0,2
Yes,22.0,93.0,74.0,1,1,86.0,Yes,A,Male,Yes,2,High,6.0,Pass,High,2,12.0,2
Yes,23.0,63.0,79.0,<Na>,1,65.0,Yes,C,Female,Yes,1,Low,12.0,Pass,Medium,1,18.0,3
Yes,22.0,91.0,79.0,1,1,89.0,Yes,A,Female,Yes,<Na>,Low,14.0,Pass,Medium,2,18.0,2
Yes,21.0,71.0,79.0,1,1,70.0,Yes,B,Female,Yes,1,Low,8.0,Pass,Medium,<Na>,18.0,3
Yes,23.0,63.0,79.0,<Na>,1,65.0,Yes,C,Female,Yes,1,Medium,12.0,Pass,Medium,1,18.0,3
Yes,22.0,91.0,79.0,1,1,89.0,Yes,A,Female,Yes,<Na>,Medium,14.0,Pass,Medium,2,18.0,2
Yes,21.0,71.0,79.0,1,1,70.0,Yes,B,Female,Yes,1,Medium,8.0,Pass,Medium,<Na>,18.0,3
No,23.0,63.0,79.0,<Na>,1,65.0,No,C,Female,Yes,1,High,12.0,Pass,Medium,1,18.0,3
No,22.0,91.0,79.0,1,1,89.0,No,A,Female,Yes,<Na>,High,14.0,Pass,Medium,2,18.0,2
No,21.0,71.0,79.0,1,1,70.0,No,B,Female,Yes,1,High,8.0,Pass,Medium,<Na>,18.0,3
No,23.0,63.0,79.0,<Na>,1,65.0,No,C,Female,No,1,Medium,12.0,Pass,Medium,1,18.0,3
No,22.0,91.0,79.0,1,1,89.0,No,A,Female,No,<Na>,Medium,14.0,Pass,Medium,2,18.0,2
No,21.0,71.0,79.0,1,1,70.0,No,B,Female,No,1,Medium,8.0,Pass,Medium,<Na>,18.0,3
No,23.0,63.0,79.0,<Na>,1,65.0,No,C,Female,Yes,1,Low,12.0,Pass,High,1,18.0,3
No,22.0,91.0,79.0,1,1,89.0,No,A,Female,Yes,<Na>,Low,14.0,Pass,High,2,18.0,2
No,21.0,71.0,79.0,1,1,70.0,No,B,Female,Yes,1,Low,8.0,Pass,High,<Na>,18.0,3
Yes,23.0,63.0,79.0,<Na>,1,65.0,Yes,C,Female,Yes,1,Medium,12.0,Pass,High,1,18.0,3
Yes,22.0,91.0,79.0,1,1,89.0,Yes,A,Female,Yes,<Na>,Medium,14.0,Pass,High,2,18.0,2
Yes,21.0,71.0,79.0,1,1,70.0,Yes,B,Female,Yes,1,Medium,8.0,Pass,High,<Na>,18.0,3
Yes,20.0,64.0,88.0,1,1,65.0,Yes,C,Female,Yes,1,Medium,5.0,Pass,Medium,1,14.0,3
Yes,24.0,95.0,88.0,1,1,55.0,Yes,C,Female,Yes,2,Medium,6.0,Pass,Medium,2,14.0,0
No,18.0,63.0,92.0,1,1,69.0,No,C,Female,Yes,2,Medium,10.0,Pass,High,2,25.0,3
No,20.0,55.0,92.0,<Na>,1,40.0,No,D,Female,Yes,3,Medium,19.0,Fail,High,1,25.0,3
No,24.0,56.0,92.0,1,1,100.0,No,A,Female,Yes,3,Medium,5.0,Pass,High,<Na>,25.0,1
Yes,18.0,63.0,92.0,1,1,69.0,Yes,C,Female,Yes,2,Medium,10.0,Pass,High,2,25.0,3
Yes,20.0,55.0,92.0,<Na>,1,40.0,Yes,D,Female,Yes,3,Medium,19.0,Fail,High,1,25.0,3
Yes,24.0,56.0,92.0,1,1,100.0,Yes,A,Female,Yes,3,Medium,5.0,Pass,High,<Na>,25.0,1
Yes,18.0,63.0,92.0,1,1,69.0,Yes,C,Female,Yes,2,Medium,10.0,Pass,Medium,2,25.0,3
Yes,20.0,55.0,92.0,<Na>,1,40.0,Yes,D,Female,Yes,3,Medium,19.0,Fail,Medium,1,25.0,3
Yes,24.0,56.0,92.0,1,1,100.0,Yes,A,Female,Yes,3,Medium,5.0,Pass,Medium,<Na>,25.0,1
No,18.0,63.0,92.0,1,1,69.0,No,C,Female,Yes,2,High,10.0,Pass,Medium,2,25.0,3
No,20.0,55.0,92.0,<Na>,1,40.0,No,D,Female,Yes,3,High,19.0,Fail,Medium,1,25.0,3
No,24.0,56.0,92.0,1,1,100.0,No,A,Female,Yes,3,High,5.0,Pass,Medium,<Na>,25.0,1
No,19.0,94.0,68.0,<Na>,<Na>,49.0,No,D,Female,Yes,3,Low,9.0,Fail,High,2,26.0,2
No,25.0,55.0,68.0,<Na>,1,60.0,No,C,Female,Yes,2,Low,7.0,Pass,High,<Na>,26.0,1
Yes,19.0,94.0,68.0,<Na>,<Na>,49.0,Yes,D,Female,Yes,3,High,9.0,Fail,Medium,2,26.0,2
Yes,25.0,55.0,68.0,<Na>,1,60.0,Yes,C,Female,Yes,2,High,7.0,Pass,Medium,<Na>,26.0,1
Yes,21.0,99.0,65.0,1,<Na>,81.0,Yes,B,Female,Yes,<Na>,Medium,14.0,Pass,Medium,1,18.0,2
Yes,21.0,61.0,65.0,1,1,45.0,Yes,D,Female,Yes,2,Medium,15.0,Fail,Medium,2,18.0,3
Yes,21.0,99.0,65.0,1,<Na>,81.0,Yes,B,Female,Yes,<Na>,Low,14.0,Pass,High,1,18.0,2
Yes,21.0,61.0,65.0,1,1,45.0,Yes,D,Female,Yes,2,Low,15.0,Fail,High,2,18.0,3
Yes,24.0,98.0,76.0,<Na>,1,46.0,Yes,D,Female,Yes,3,Medium,12.0,Fail,Low,2,12.0,0
Yes,28.0,78.0,76.0,1,<Na>,63.0,Yes,C,Female,Yes,3,Medium,5.0,Pass,Low,2,12.0,0
No,18.0,80.0,93.0,1,1,70.0,No,B,Male,Yes,1,Medium,4.0,Pass,High,<Na>,29.0,3
No,19.0,74.0,93.0,1,1,75.0,No,B,Male,Yes,2,Medium,4.0,Pass,High,1,29.0,3
Yes,18.0,80.0,93.0,1,1,70.0,Yes,B,Male,Yes,1,Medium,4.0,Pass,Medium,<Na>,29.0,3
Yes,19.0,74.0,93.0,1,1,75.0,Yes,B,Male,Yes,2,Medium,4.0,Pass,Medium,1,29.0,3
Yes,18.0,80.0,93.0,1,1,70.0,Yes,B,Male,No,1,Medium,4.0,Pass,Medium,<Na>,29.0,3
Yes,19.0,74.0,93.0,1,1,75.0,Yes,B,Male,No,2,Medium,4.0,Pass,Medium,1,29.0,3
Yes,28.0,51.0,84.0,<Na>,1,100.0,Yes,A,Male,No,<Na>,Medium,4.0,Pass,High,<Na>,12.0,1
No,28.0,51.0,84.0,<Na>,1,100.0,No,A,Male,Yes,<Na>,Medium,4.0,Pass,Medium,<Na>,12.0,1
No,28.0,51.0,84.0,<Na>,1,100.0,No,A,Male,No,<Na>,High,4.0,Pass,High,<Na>,12.0,1
Yes,25.0,68.0,86.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,2,Medium,5.0,Pass,High,2,26.0,1
No,25.0,68.0,86.0,<Na>,<Na>,92.0,No,A,Male,Yes,2,Medium,5.0,Pass,Low,2,26.0,1
Yes,25.0,68.0,86.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,2,Medium,5.0,Pass,Low,2,26.0,1
No,23.0,78.0,93.0,<Na>,1,64.0,No,C,Female,Yes,2,Medium,18.0,Pass,Low,1,20.0,3
No,29.0,87.0,93.0,1,1,77.0,No,B,Female,Yes,3,Medium,10.0,Pass,Low,1,20.0,0
No,23.0,77.0,93.0,<Na>,1,48.0,No,D,Female,Yes,1,Medium,2.0,Fail,Low,2,20.0,3
No,29.0,75.0,93.0,1,<Na>,46.0,No,D,Female,Yes,2,Medium,19.0,Fail,Low,2,20.0,0
Yes,23.0,78.0,93.0,<Na>,1,64.0,Yes,C,Female,No,2,Low,18.0,Pass,Medium,1,20.0,3
Yes,29.0,87.0,93.0,1,1,77.0,Yes,B,Female,No,3,Low,10.0,Pass,Medium,1,20.0,0
Yes,23.0,77.0,93.0,<Na>,1,48.0,Yes,D,Female,No,1,Low,2.0,Fail,Medium,2,20.0,3
Yes,29.0,75.0,93.0,1,<Na>,46.0,Yes,D,Female,No,2,Low,19.0,Fail,Medium,2,20.0,0
No,23.0,78.0,93.0,<Na>,1,64.0,No,C,Female,Yes,2,Low,18.0,Pass,Medium,1,20.0,3
No,29.0,87.0,93.0,1,1,77.0,No,B,Female,Yes,3,Low,10.0,Pass,Medium,1,20.0,0
No,23.0,77.0,93.0,<Na>,1,48.0,No,D,Female,Yes,1,Low,2.0,Fail,Medium,2,20.0,3
No,29.0,75.0,93.0,1,<Na>,46.0,No,D,Female,Yes,2,Low,19.0,Fail,Medium,2,20.0,0
Yes,24.0,51.0,88.0,1,<Na>,62.0,Yes,C,Male,Yes,<Na>,Low,10.0,Pass,High,<Na>,11.0,3
Yes,27.0,74.0,88.0,1,<Na>,82.0,Yes,B,Male,Yes,3,Low,16.0,Pass,High,2,11.0,1
Yes,24.0,51.0,88.0,1,<Na>,62.0,Yes,C,Male,Yes,<Na>,Low,10.0,Pass,Medium,<Na>,11.0,3
Yes,27.0,74.0,88.0,1,<Na>,82.0,Yes,B,Male,Yes,3,Low,16.0,Pass,Medium,2,11.0,1
Yes,21.0,80.0,97.0,<Na>,1,49.0,Yes,D,Male,Yes,1,High,6.0,Fail,High,2,25.0,3
Yes,29.0,60.0,97.0,1,1,48.0,Yes,D,Male,Yes,2,High,15.0,Fail,High,1,25.0,0
Yes,21.0,80.0,97.0,<Na>,1,49.0,Yes,D,Male,Yes,1,Medium,6.0,Fail,Medium,2,25.0,3
Yes,29.0,60.0,97.0,1,1,48.0,Yes,D,Male,Yes,2,Medium,15.0,Fail,Medium,1,25.0,0
Yes,21.0,80.0,97.0,<Na>,1,49.0,Yes,D,Male,Yes,1,Medium,6.0,Fail,High,2,25.0,3
Yes,29.0,60.0,97.0,1,1,48.0,Yes,D,Male,Yes,2,Medium,15.0,Fail,High,1,25.0,0
Yes,21.0,80.0,97.0,<Na>,1,49.0,Yes,D,Male,Yes,1,Low,6.0,Fail,Medium,2,25.0,3
Yes,29.0,60.0,97.0,1,1,48.0,Yes,D,Male,Yes,2,Low,15.0,Fail,Medium,1,25.0,0
Yes,26.0,79.0,75.0,1,1,86.0,Yes,A,Female,Yes,2,High,17.0,Pass,Medium,2,12.0,1
Yes,26.0,54.0,75.0,1,1,93.0,Yes,A,Female,Yes,2,High,2.0,Pass,Medium,<Na>,12.0,1
No,26.0,79.0,75.0,1,1,86.0,No,A,Female,Yes,2,Low,17.0,Pass,High,2,12.0,1
No,26.0,54.0,75.0,1,1,93.0,No,A,Female,Yes,2,Low,2.0,Pass,High,<Na>,12.0,1
Yes,18.0,61.0,95.0,1,1,92.0,Yes,A,Male,No,3,Low,20.0,Pass,Low,<Na>,20.0,3
Yes,22.0,55.0,95.0,1,1,86.0,Yes,A,Male,No,2,Low,19.0,Pass,Low,<Na>,20.0,1
No,18.0,61.0,95.0,1,1,92.0,No,A,Male,Yes,3,Medium,20.0,Pass,Medium,<Na>,20.0,3
No,22.0,55.0,95.0,1,1,86.0,No,A,Male,Yes,2,Medium,19.0,Pass,Medium,<Na>,20.0,1
Yes,18.0,61.0,95.0,1,1,92.0,Yes,A,Male,Yes,3,Medium,20.0,Pass,Low,<Na>,20.0,3
Yes,22.0,55.0,95.0,1,1,86.0,Yes,A,Male,Yes,2,Medium,19.0,Pass,Low,<Na>,20.0,1
Yes,18.0,61.0,95.0,1,1,92.0,Yes,A,Male,Yes,3,Low,20.0,Pass,Low,<Na>,20.0,3
Yes,22.0,55.0,95.0,1,1,86.0,Yes,A,Male,Yes,2,Low,19.0,Pass,Low,<Na>,20.0,1
No,18.0,61.0,95.0,1,1,92.0,No,A,Male,Yes,3,Low,20.0,Pass,Medium,<Na>,20.0,3
No,22.0,55.0,95.0,1,1,86.0,No,A,Male,Yes,2,Low,19.0,Pass,Medium,<Na>,20.0,1
Yes,18.0,61.0,95.0,1,1,92.0,Yes,A,Male,Yes,3,Low,20.0,Pass,High,<Na>,20.0,3
Yes,22.0,55.0,95.0,1,1,86.0,Yes,A,Male,Yes,2,Low,19.0,Pass,High,<Na>,20.0,1
No,29.0,68.0,72.0,<Na>,1,82.0,No,B,Female,No,3,Medium,15.0,Pass,Low,1,16.0,1
No,18.0,53.0,72.0,<Na>,1,97.0,No,A,Female,No,<Na>,Medium,9.0,Pass,Low,1,16.0,1
No,21.0,86.0,72.0,1,1,73.0,No,B,Female,No,2,Medium,14.0,Pass,Low,2,16.0,2
No,29.0,68.0,72.0,<Na>,1,82.0,No,B,Female,Yes,3,Medium,15.0,Pass,Medium,1,16.0,1
No,18.0,53.0,72.0,<Na>,1,97.0,No,A,Female,Yes,<Na>,Medium,9.0,Pass,Medium,1,16.0,1
No,21.0,86.0,72.0,1,1,73.0,No,B,Female,Yes,2,Medium,14.0,Pass,Medium,2,16.0,2
Yes,19.0,83.0,83.0,1,1,94.0,Yes,A,Male,Yes,2,Low,2.0,Pass,Medium,2,17.0,2
No,19.0,83.0,83.0,1,1,94.0,No,A,Male,Yes,2,Medium,2.0,Pass,Medium,2,17.0,2
Yes,19.0,83.0,83.0,1,1,94.0,Yes,A,Male,Yes,2,Medium,2.0,Pass,Medium,2,17.0,2
Yes,19.0,83.0,83.0,1,1,94.0,Yes,A,Male,Yes,2,Low,2.0,Pass,Low,2,17.0,2
No,19.0,83.0,83.0,1,1,94.0,No,A,Male,Yes,2,Low,2.0,Pass,High,2,17.0,2
Yes,19.0,83.0,83.0,1,1,94.0,Yes,A,Male,Yes,2,High,2.0,Pass,Medium,2,17.0,2
Yes,23.0,54.0,74.0,1,<Na>,98.0,Yes,A,Female,Yes,<Na>,Medium,12.0,Pass,Low,1,34.0,1
Yes,28.0,77.0,74.0,<Na>,1,87.0,Yes,A,Female,Yes,<Na>,Medium,13.0,Pass,Low,1,34.0,1
Yes,22.0,79.0,90.0,<Na>,1,93.0,Yes,A,Male,Yes,2,Medium,19.0,Pass,Medium,1,29.0,2
Yes,26.0,76.0,90.0,<Na>,1,47.0,Yes,D,Male,Yes,2,Medium,14.0,Fail,Medium,2,29.0,0
Yes,26.0,76.0,90.0,1,1,97.0,Yes,A,Male,Yes,2,Medium,11.0,Pass,Medium,2,29.0,1
Yes,23.0,78.0,81.0,1,1,80.0,Yes,B,Male,Yes,2,Medium,16.0,Pass,Medium,1,12.0,2
Yes,24.0,76.0,81.0,<Na>,1,74.0,Yes,B,Male,Yes,2,Medium,17.0,Pass,Medium,2,12.0,1
Yes,26.0,67.0,81.0,1,<Na>,63.0,Yes,C,Male,Yes,<Na>,Medium,14.0,Pass,Medium,2,12.0,1
Yes,25.0,93.0,81.0,1,1,67.0,Yes,C,Male,Yes,3,Medium,12.0,Pass,Medium,2,12.0,0
No,23.0,78.0,81.0,1,1,80.0,No,B,Male,Yes,2,Low,16.0,Pass,Medium,1,12.0,2
No,24.0,76.0,81.0,<Na>,1,74.0,No,B,Male,Yes,2,Low,17.0,Pass,Medium,2,12.0,1
No,26.0,67.0,81.0,1,<Na>,63.0,No,C,Male,Yes,<Na>,Low,14.0,Pass,Medium,2,12.0,1
No,25.0,93.0,81.0,1,1,67.0,No,C,Male,Yes,3,Low,12.0,Pass,Medium,2,12.0,0
Yes,23.0,78.0,81.0,1,1,80.0,Yes,B,Male,Yes,2,High,16.0,Pass,Medium,1,12.0,2
Yes,24.0,76.0,81.0,<Na>,1,74.0,Yes,B,Male,Yes,2,High,17.0,Pass,Medium,2,12.0,1
Yes,26.0,67.0,81.0,1,<Na>,63.0,Yes,C,Male,Yes,<Na>,High,14.0,Pass,Medium,2,12.0,1
Yes,25.0,93.0,81.0,1,1,67.0,Yes,C,Male,Yes,3,High,12.0,Pass,Medium,2,12.0,0
No,24.0,80.0,63.0,1,1,53.0,No,D,Female,Yes,3,High,9.0,Fail,Medium,1,16.0,0
No,25.0,53.0,63.0,<Na>,<Na>,66.0,No,C,Female,Yes,<Na>,High,4.0,Pass,Medium,<Na>,16.0,1
No,24.0,80.0,63.0,1,1,53.0,No,D,Female,Yes,3,Low,9.0,Fail,High,1,16.0,0
No,25.0,53.0,63.0,<Na>,<Na>,66.0,No,C,Female,Yes,<Na>,Low,4.0,Pass,High,<Na>,16.0,1
No,24.0,80.0,63.0,1,1,53.0,No,D,Female,Yes,3,Medium,9.0,Fail,Low,1,16.0,0
No,25.0,53.0,63.0,<Na>,<Na>,66.0,No,C,Female,Yes,<Na>,Medium,4.0,Pass,Low,<Na>,16.0,1
Yes,24.0,87.0,83.0,1,1,62.0,Yes,C,Male,Yes,1,Low,15.0,Pass,Medium,2,32.0,0
Yes,26.0,83.0,83.0,1,<Na>,69.0,Yes,C,Male,Yes,2,Low,7.0,Pass,Medium,2,32.0,0
Yes,19.0,58.0,83.0,<Na>,<Na>,52.0,Yes,D,Male,Yes,3,Low,11.0,Fail,Medium,2,32.0,3
Yes,24.0,87.0,83.0,1,1,62.0,Yes,C,Male,Yes,1,Medium,15.0,Pass,Medium,2,32.0,0
Yes,26.0,83.0,83.0,1,<Na>,69.0,Yes,C,Male,Yes,2,Medium,7.0,Pass,Medium,2,32.0,0
Yes,19.0,58.0,83.0,<Na>,<Na>,52.0,Yes,D,Male,Yes,3,Medium,11.0,Fail,Medium,2,32.0,3
Yes,29.0,95.0,82.0,1,<Na>,68.0,Yes,C,Female,Yes,1,Low,4.0,Pass,Low,1,20.0,0
Yes,27.0,77.0,82.0,1,1,57.0,Yes,C,Female,Yes,2,Low,0.0,Pass,Low,2,20.0,0
Yes,19.0,93.0,82.0,1,<Na>,48.0,Yes,D,Female,Yes,<Na>,Low,12.0,Fail,Low,2,20.0,3
Yes,27.0,54.0,82.0,1,<Na>,51.0,Yes,D,Female,Yes,1,Low,7.0,Fail,Low,2,20.0,0
Yes,22.0,95.0,82.0,1,1,73.0,Yes,B,Female,Yes,3,Low,15.0,Pass,Low,2,20.0,2
Yes,24.0,95.0,82.0,1,<Na>,75.0,Yes,B,Female,Yes,3,Low,1.0,Pass,Low,1,20.0,2
Yes,29.0,95.0,82.0,1,<Na>,68.0,Yes,C,Female,Yes,1,Medium,4.0,Pass,Medium,1,20.0,0
Yes,27.0,77.0,82.0,1,1,57.0,Yes,C,Female,Yes,2,Medium,0.0,Pass,Medium,2,20.0,0
Yes,19.0,93.0,82.0,1,<Na>,48.0,Yes,D,Female,Yes,<Na>,Medium,12.0,Fail,Medium,2,20.0,3
Yes,27.0,54.0,82.0,1,<Na>,51.0,Yes,D,Female,Yes,1,Medium,7.0,Fail,Medium,2,20.0,0
Yes,22.0,95.0,82.0,1,1,73.0,Yes,B,Female,Yes,3,Medium,15.0,Pass,Medium,2,20.0,2
Yes,24.0,95.0,82.0,1,<Na>,75.0,Yes,B,Female,Yes,3,Medium,1.0,Pass,Medium,1,20.0,2
No,29.0,95.0,82.0,1,<Na>,68.0,No,C,Female,Yes,1,Low,4.0,Pass,Medium,1,20.0,0
No,27.0,77.0,82.0,1,1,57.0,No,C,Female,Yes,2,Low,0.0,Pass,Medium,2,20.0,0
No,19.0,93.0,82.0,1,<Na>,48.0,No,D,Female,Yes,<Na>,Low,12.0,Fail,Medium,2,20.0,3
No,27.0,54.0,82.0,1,<Na>,51.0,No,D,Female,Yes,1,Low,7.0,Fail,Medium,2,20.0,0
No,22.0,95.0,82.0,1,1,73.0,No,B,Female,Yes,3,Low,15.0,Pass,Medium,2,20.0,2
No,24.0,95.0,82.0,1,<Na>,75.0,No,B,Female,Yes,3,Low,1.0,Pass,Medium,1,20.0,2
Yes,24.0,81.0,75.0,1,<Na>,68.0,Yes,C,Female,Yes,<Na>,Medium,8.0,Pass,High,1,17.0,0
No,24.0,81.0,75.0,1,<Na>,68.0,No,C,Female,Yes,<Na>,High,8.0,Pass,Low,1,17.0,0
Yes,19.0,93.0,84.0,1,<Na>,77.0,Yes,B,Female,Yes,2,High,16.0,Pass,Medium,2,29.0,2
Yes,22.0,86.0,84.0,<Na>,<Na>,90.0,Yes,A,Female,Yes,2,High,10.0,Pass,Medium,2,29.0,2
Yes,24.0,96.0,93.0,1,1,67.0,Yes,C,Female,Yes,<Na>,Medium,13.0,Pass,High,2,18.0,2
No,24.0,96.0,93.0,1,1,67.0,No,C,Female,Yes,<Na>,Low,13.0,Pass,Medium,2,18.0,2
No,24.0,96.0,93.0,1,1,67.0,No,C,Female,Yes,<Na>,High,13.0,Pass,High,2,18.0,2
Yes,18.0,75.0,69.0,1,1,78.0,Yes,B,Female,No,<Na>,Medium,10.0,Pass,High,2,27.0,2
Yes,21.0,55.0,69.0,1,1,91.0,Yes,A,Female,No,3,Medium,5.0,Pass,High,2,27.0,1
No,18.0,98.0,94.0,<Na>,1,87.0,No,A,Female,Yes,1,Medium,18.0,Pass,Low,2,19.0,2
No,26.0,77.0,94.0,1,1,72.0,No,B,Female,Yes,1,Medium,11.0,Pass,Low,<Na>,19.0,0
No,18.0,98.0,94.0,<Na>,1,87.0,No,A,Female,Yes,1,Medium,18.0,Pass,High,2,19.0,2
No,26.0,77.0,94.0,1,1,72.0,No,B,Female,Yes,1,Medium,11.0,Pass,High,<Na>,19.0,0
No,18.0,98.0,94.0,<Na>,1,87.0,No,A,Female,Yes,1,Medium,18.0,Pass,Medium,2,19.0,2
No,26.0,77.0,94.0,1,1,72.0,No,B,Female,Yes,1,Medium,11.0,Pass,Medium,<Na>,19.0,0
Yes,18.0,98.0,94.0,<Na>,1,87.0,Yes,A,Female,Yes,1,Medium,18.0,Pass,Medium,2,19.0,2
Yes,26.0,77.0,94.0,1,1,72.0,Yes,B,Female,Yes,1,Medium,11.0,Pass,Medium,<Na>,19.0,0
Yes,18.0,98.0,94.0,<Na>,1,87.0,Yes,A,Female,Yes,1,Medium,18.0,Pass,Low,2,19.0,2
Yes,26.0,77.0,94.0,1,1,72.0,Yes,B,Female,Yes,1,Medium,11.0,Pass,Low,<Na>,19.0,0
No,28.0,84.0,94.0,1,1,81.0,No,B,Female,Yes,3,Medium,1.0,Pass,Medium,2,26.0,0
No,28.0,84.0,94.0,1,1,81.0,No,B,Female,Yes,3,Low,1.0,Pass,Medium,2,26.0,0
Yes,28.0,84.0,94.0,1,1,81.0,Yes,B,Female,Yes,3,Low,1.0,Pass,High,2,26.0,0
No,28.0,84.0,94.0,1,1,81.0,No,B,Female,Yes,3,High,1.0,Pass,Medium,2,26.0,0
Yes,18.0,96.0,84.0,1,1,55.0,Yes,C,Male,Yes,1,Medium,10.0,Pass,High,2,32.0,2
Yes,18.0,96.0,84.0,1,1,55.0,Yes,C,Male,No,1,Medium,10.0,Pass,Medium,2,32.0,2
Yes,19.0,76.0,71.0,1,<Na>,40.0,Yes,D,Female,Yes,<Na>,Low,1.0,Fail,High,1,13.0,3
Yes,27.0,81.0,71.0,<Na>,1,68.0,Yes,C,Female,Yes,2,Low,7.0,Pass,High,1,13.0,0
Yes,19.0,76.0,71.0,1,<Na>,40.0,Yes,D,Female,Yes,<Na>,High,1.0,Fail,High,1,13.0,3
Yes,27.0,81.0,71.0,<Na>,1,68.0,Yes,C,Female,Yes,2,High,7.0,Pass,High,1,13.0,0
No,18.0,99.0,84.0,1,1,40.0,No,D,Female,Yes,<Na>,Medium,3.0,Fail,Medium,2,14.0,3
Yes,18.0,99.0,84.0,1,1,40.0,Yes,D,Female,Yes,<Na>,High,3.0,Fail,High,2,14.0,3
No,18.0,99.0,84.0,1,1,40.0,No,D,Female,No,<Na>,Medium,3.0,Fail,High,2,14.0,3
Yes,18.0,99.0,84.0,1,1,40.0,Yes,D,Female,Yes,<Na>,High,3.0,Fail,Medium,2,14.0,3
No,29.0,80.0,61.0,<Na>,<Na>,81.0,No,B,Female,No,3,Low,4.0,Pass,Medium,1,14.0,1
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,No,1,Low,12.0,Pass,Medium,1,14.0,1
No,29.0,80.0,61.0,<Na>,<Na>,81.0,No,B,Female,Yes,3,Medium,4.0,Pass,High,1,14.0,1
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,Yes,1,Medium,12.0,Pass,High,1,14.0,1
Yes,29.0,80.0,61.0,<Na>,<Na>,81.0,Yes,B,Female,Yes,3,Medium,4.0,Pass,Low,1,14.0,1
Yes,21.0,57.0,61.0,1,1,86.0,Yes,A,Female,Yes,1,Medium,12.0,Pass,Low,1,14.0,1
No,29.0,80.0,61.0,<Na>,<Na>,81.0,No,B,Female,Yes,3,High,4.0,Pass,Medium,1,14.0,1
No,21.0,57.0,61.0,1,1,86.0,No,A,Female,Yes,1,High,12.0,Pass,Medium,1,14.0,1
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,1,Medium,7.0,Fail,High,2,17.0,0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,<Na>,Medium,8.0,Pass,High,1,17.0,2
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,1,Low,7.0,Fail,Medium,2,17.0,0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,<Na>,Low,8.0,Pass,Medium,1,17.0,2
No,28.0,91.0,90.0,1,1,52.0,No,D,Male,Yes,1,Medium,7.0,Fail,Medium,2,17.0,0
No,21.0,75.0,90.0,1,1,92.0,No,A,Male,Yes,<Na>,Medium,8.0,Pass,Medium,1,17.0,2
Yes,25.0,64.0,83.0,1,1,92.0,Yes,A,Female,Yes,1,Medium,5.0,Pass,Medium,2,13.0,1
Yes,20.0,93.0,83.0,1,1,41.0,Yes,D,Female,Yes,3,Medium,8.0,Fail,Medium,2,13.0,0
Yes,19.0,66.0,83.0,1,<Na>,51.0,Yes,D,Female,Yes,1,Medium,11.0,Fail,Medium,2,13.0,3
No,25.0,64.0,83.0,1,1,92.0,No,A,Female,Yes,1,High,5.0,Pass,Low,2,13.0,1
No,20.0,93.0,83.0,1,1,41.0,No,D,Female,Yes,3,High,8.0,Fail,Low,2,13.0,0
No,19.0,66.0,83.0,1,<Na>,51.0,No,D,Female,Yes,1,High,11.0,Fail,Low,2,13.0,3
No,25.0,64.0,83.0,1,1,92.0,No,A,Female,Yes,1,Medium,5.0,Pass,Medium,2,13.0,1
No,20.0,93.0,83.0,1,1,41.0,No,D,Female,Yes,3,Medium,8.0,Fail,Medium,2,13.0,0
No,19.0,66.0,83.0,1,<Na>,51.0,No,D,Female,Yes,1,Medium,11.0,Fail,Medium,2,13.0,3
Yes,21.0,79.0,68.0,<Na>,<Na>,55.0,Yes,C,Male,Yes,3,Medium,20.0,Pass,Medium,2,19.0,3
Yes,25.0,63.0,68.0,1,<Na>,91.0,Yes,A,Male,Yes,<Na>,Medium,12.0,Pass,Medium,<Na>,19.0,1
